Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
closeBrowser,Chrome 68.0.3440.106,,2018-09-18 09:55:42,2018-09-18 09:55:43,0.078s,PASSED
,,,,,,
Test Cases/Maven/Individual Test Cases/Transactions/VerifyVerticalLines_GoToReceiptSummary,Chrome 68.0.3440.106,,2018-09-18 09:55:43,2018-09-18 09:56:21,38.197s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-18 09:55:43,2018-09-18 09:55:43,0.549s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-18 09:55:43,2018-09-18 09:55:43,0.214s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-18 09:55:43,2018-09-18 09:55:45,2.034s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:45,2018-09-18 09:55:45,0.029s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-18 09:55:45,2018-09-18 09:55:46,0.205s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-18 09:55:46,2018-09-18 09:55:46,0.085s,PASSED
click,Chrome 68.0.3440.106,,2018-09-18 09:55:46,2018-09-18 09:55:46,0.180s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-09-18 09:55:46,2018-09-18 09:55:49,2.755s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:49,2018-09-18 09:55:49,0.008s,PASSED
click,Chrome 68.0.3440.106,,2018-09-18 09:55:49,2018-09-18 09:55:49,0.121s,PASSED
click,Chrome 68.0.3440.106,,2018-09-18 09:55:49,2018-09-18 09:55:49,0.078s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:49,2018-09-18 09:55:49,0.008s,PASSED
click,Chrome 68.0.3440.106,,2018-09-18 09:55:49,2018-09-18 09:55:50,0.617s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:50,2018-09-18 09:55:50,0.014s,PASSED
click,Chrome 68.0.3440.106,,2018-09-18 09:55:50,2018-09-18 09:55:50,0.126s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:55:50,2018-09-18 09:56:20,30.828s,PASSED
"Statement - addressValue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Transactions/MonitorStaging_Address), STOP_ON_FAILURE)",Chrome 68.0.3440.106,,2018-09-18 09:56:20,2018-09-18 09:56:21,0.024s,PASSED
"Statement - If (addressValue == """")",Chrome 68.0.3440.106,,2018-09-18 09:56:21,2018-09-18 09:56:21,0.001s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-18 09:56:21,2018-09-18 09:56:21,0.012s,PASSED
Statement - AppovalID = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Transactions/p_ApprovalID)),Chrome 68.0.3440.106,,2018-09-18 09:56:21,2018-09-18 09:56:21,0.032s,PASSED
"Statement - If (AppovalID == """")",Chrome 68.0.3440.106,,2018-09-18 09:56:21,2018-09-18 09:56:21,0.001s,PASSED
